customer_code,paid_date,channel,subchannel,sku_code
C64821421588,2024-11-07,Retail,Store,P9118686613807
C64756857723,2024-06-17,EC,Douyin,P2309275610518
C64756857723,2024-04-09,Retail,Store,P745054661644
C17555299268,2024-12-10,EC,MPS,P865055404670
C07456331272,2024-10-21,Retail,Store,P305062492101
C07456331272,2024-07-27,Retail,Store,P1669927713126
C07456331272,2025-01-27,Retail,Store,P8539195013262
C07456331272,2024-03-21,EC,Douyin,P075025334600
C07456331272,2024-11-07,Retail,Store,P6220587510787
C07456331272,2024-06-27,EC,Tmall,P5024652213791
C07456331272,2024-07-18,Retail,Store,P0100665613704
C07456331272,2024-04-28,EC,.CN,P64451725181
C07456331272,2024-08-02,EC,.CN,P014147428161
C07456331272,2024-12-07,Retail,Store,P622601634951
C07456331272,2024-07-12,Retail,Store,P957974093289
C06256153822,2024-08-16,Retail,Store,P851702567276
C06256153822,2024-07-15,Retail,Store,P6522788413389
C06256153822,2024-02-28,EC,Douyin,P327105088736
C06256153822,2024-03-12,EC,.CN,P2324266612746
C06256153822,2025-01-03,Retail,Store,P834211375372
C06256153822,2024-04-08,Retail,Store,P1990935513481
C06256153822,2024-09-24,Retail,Store,P7392443114343
C06256153822,2024-05-20,Retail,Store,P7098574811281
C06256153822,2024-05-03,EC,Douyin,P602020444657
C06256153822,2024-10-21,EC,.CN,P8325213711367
C38917823383,2024-08-30,Retail,Store,P001334886975
C79201110647,2024-11-13,Retail,Store,P622593706137
C072738071680,2024-03-13,Retail,Store,P288126402406
C072738071680,2024-03-21,EC,MPS,P449428351623
C072738071680,2024-08-07,Retail,Store,P366752498132
C072738071680,2025-01-02,Retail,Store,P463009772482
C072738071680,2024-08-04,Retail,Store,P194487278700
C072738071680,2024-07-25,Retail,Store,P355784917956
C0387238435,2025-01-10,Retail,Store,P63824009247
C0387238435,2024-09-15,Retail,Store,P17393159591
C0387238435,2024-09-22,EC,MPS,P87393115632
C0387238435,2025-01-31,Retail,Store,P2003749411779
C0387238435,2024-02-05,Retail,Store,P631015091955
C0387238435,2024-11-27,Retail,Store,P167115245526
C0387238435,2024-12-18,EC,MPS,P523326178998
C0387238435,2024-11-12,EC,JD,P97975970756
C0387238435,2024-06-05,EC,Tmall,P395150211903
C575636821459,2024-05-05,EC,.CN,P428300249570
C126202761721,2024-02-18,Retail,Store,P256369783698
C126202761721,2024-02-20,EC,Tmall,P219386722647
C126202761721,2024-12-07,Retail,Store,P224378109365
C126202761721,2024-02-03,Retail,Store,P71093425924
C126202761721,2024-12-31,Retail,Store,P275308078198
C126202761721,2024-02-20,Retail,Store,P545834143061
C126202761721,2024-12-24,EC,Tmall,P853242499928
C126202761721,2024-09-16,EC,Tmall,P9214189110
C126202761721,2024-05-21,EC,MPS,P804250051702
C126202761721,2024-10-23,EC,JD,P6665880212811
C32107417350,2024-11-02,Retail,Store,P855558081887
C19578712450,2024-09-28,Retail,Store,P1748355612697
C19578712450,2024-08-20,Retail,Store,P199468184896
C910035151693,2024-03-04,Retail,Store,P7329185714180
C61986808681,2024-03-28,EC,JD,P28598475981
C61986808681,2024-06-08,Retail,Store,P919485788191
C61986808681,2024-04-18,EC,Tmall,P702291594348
C61986808681,2024-05-24,Retail,Store,P0138708310171
C61986808681,2024-05-19,EC,Douyin,P870589315667
C61986808681,2024-10-30,Retail,Store,P049437929783
C61986808681,2025-01-23,EC,JD,P728774777048
C61986808681,2024-11-17,EC,JD,P804621092784
C61986808681,2024-09-24,EC,JD,P808287135973
C216023711074,2024-06-09,Retail,Store,P061906786361
C216023711074,2024-05-27,Retail,Store,P368761241388
C26664949366,2024-10-09,EC,JD,P985266751976
C26664949366,2024-08-08,EC,MPS,P3181350311605
C26664949366,2024-08-01,Retail,Store,P521092463247
C26664949366,2024-09-25,EC,MPS,P336097169288
C26664949366,2024-07-10,Retail,Store,P624200382956
C26664949366,2024-09-17,Retail,Store,P024862996140
C26664949366,2024-08-27,EC,MPS,P70696410307
C26664949366,2025-01-23,EC,Douyin,P636161629817
C26664949366,2024-07-25,Retail,Store,P559568214234
C26664949366,2024-07-10,Retail,Store,P929532307551
C26664949366,2024-08-06,EC,Douyin,P642671744313
C26664949366,2025-01-05,EC,JD,P218667404557
C26664949366,2024-07-18,Retail,Store,P07367422347
C26664949366,2024-09-11,Retail,Store,P748078017941
C26664949366,2024-11-26,EC,MPS,P3203635312264
C26664949366,2024-12-14,EC,JD,P18063530106
C26664949366,2024-08-31,Retail,Store,P44976972423
C26664949366,2024-11-17,Retail,Store,P099551954191
C26664949366,2024-10-21,Retail,Store,P513422419023
C26664949366,2024-03-26,Retail,Store,P534414348907
C26664949366,2024-02-21,EC,.CN,P896590053756
C26664949366,2024-07-13,EC,Douyin,P13038835746
C26664949366,2024-08-08,EC,MPS,P199487642230
C26664949366,2024-04-16,Retail,Store,P6381241713637
C26664949366,2024-04-30,Retail,Store,P582330596827
C26664949366,2024-08-17,EC,JD,P200556541905
C26664949366,2024-07-18,EC,Douyin,P5694631712632
C26664949366,2024-12-23,Retail,Store,P6055186910592
C26664949366,2024-10-15,Retail,Store,P015217699980
C26664949366,2024-04-09,Retail,Store,P773347569596
C26664949366,2024-03-08,Retail,Store,P574713529386
C26664949366,2024-08-06,EC,Douyin,P28498174396
C26664949366,2024-03-16,Retail,Store,P300763071417
C26664949366,2024-09-21,Retail,Store,P6084177912289
C65505782703,2024-05-29,Retail,Store,P082667127724
C65505782703,2024-04-15,EC,JD,P131834871600
C65505782703,2024-06-06,EC,Douyin,P45089593141
C65505782703,2024-08-05,Retail,Store,P5702332712332
C81160421799,2024-06-24,Retail,Store,P087568894333
C25473616794,2024-04-11,Retail,Store,P1250815010654
C25473616794,2024-09-18,EC,JD,P084130226957
C277282891080,2024-03-15,Retail,Store,P4190295910001
C277282891080,2024-12-22,EC,JD,P146289241746
C277282891080,2024-08-16,Retail,Store,P727559266728
C277282891080,2024-12-16,Retail,Store,P486885048846
C77723957761,2024-09-22,EC,MPS,P9609628012390
C77723957761,2025-01-19,Retail,Store,P986643563826
C77723957761,2024-04-03,Retail,Store,P097793635652
C375077481808,2024-06-19,Retail,Store,P020055924900
C375077481808,2025-01-17,Retail,Store,P3035817810185
C98186832230,2024-11-16,Retail,Store,P99426418592
C754622923,2024-06-15,Retail,Store,P957826561459
C467128431530,2025-01-23,EC,JD,P871954816148
C18649584464,2024-03-23,EC,.CN,P0534175514313
C680576701028,2024-12-27,EC,JD,P686475623300
C680576701028,2024-11-24,EC,Tmall,P146615156597
C48326973658,2024-11-27,EC,Tmall,P86963994174
C213726361162,2025-01-09,EC,Tmall,P9081046510627
C213726361162,2024-08-27,Retail,Store,P169090089099
C213726361162,2024-03-14,EC,Douyin,P703503666652
C213726361162,2025-01-28,EC,Tmall,P976454796826
C16350728414,2024-11-10,Retail,Store,P663307164679
C89456919479,2024-09-23,EC,JD,P659232573352
C89456919479,2024-08-06,Retail,Store,P796522818997
C89456919479,2024-09-28,EC,JD,P6795662910072
C89456919479,2024-03-16,Retail,Store,P563443036123
C89456919479,2024-12-03,EC,Tmall,P8998184012233
C89456919479,2024-08-09,Retail,Store,P293025674005
C89456919479,2024-10-25,EC,.CN,P9429074013259
C89456919479,2024-06-27,EC,.CN,P295394017056
C89456919479,2024-11-16,Retail,Store,P952104285184
C89456919479,2024-07-02,EC,Tmall,P374971139136
C89456919479,2024-08-15,Retail,Store,P503234046220
C89456919479,2024-09-18,EC,MPS,P37124050655
C89456919479,2024-03-30,EC,MPS,P11520988695
C89456919479,2024-12-06,Retail,Store,P456790251296
C89456919479,2024-07-02,EC,Tmall,P0808627711804
C89456919479,2024-07-13,Retail,Store,P410129468048
C89456919479,2024-08-18,EC,Tmall,P624578474167
C89456919479,2024-03-24,EC,Douyin,P724599405957
C89456919479,2024-10-31,EC,MPS,P1399085711890
C89456919479,2024-04-23,Retail,Store,P438692334733
C89456919479,2024-09-24,EC,Douyin,P409005445510
C89456919479,2024-07-11,Retail,Store,P552512824439
C89456919479,2024-07-17,EC,.CN,P089704056235
C89456919479,2024-06-17,Retail,Store,P1865879114211
C89456919479,2024-12-19,Retail,Store,P4557355710391
C89456919479,2024-05-31,EC,Douyin,P816872582684
C72040601882,2024-12-03,EC,Tmall,P589809379359
C72040601882,2024-06-09,EC,MPS,P346878054358
C66675555388,2024-02-11,EC,.CN,P119342315556
C66675555388,2024-12-12,Retail,Store,P2537085311539
C92958949980,2025-02-02,Retail,Store,P7876208410417
C932013881534,2024-08-31,Retail,Store,P1319390610909
C932013881534,2024-06-10,EC,Tmall,P2487238010166
C932013881534,2024-11-01,Retail,Store,P257938588094
C932013881534,2024-04-28,Retail,Store,P637301177873
C867388411687,2024-08-30,Retail,Store,P4119449510501
C867388411687,2024-08-07,EC,.CN,P929101785557
C867388411687,2024-07-04,Retail,Store,P713021254962
C867388411687,2024-03-14,EC,Douyin,P28598475981
C09284555377,2024-11-11,Retail,Store,P27900094609
C09284555377,2024-03-25,EC,MPS,P194748138234
C09284555377,2024-02-11,EC,Douyin,P4987585211510
C09284555377,2024-12-25,Retail,Store,P639716464908
C09284555377,2024-09-01,EC,JD,P773626782782
C09284555377,2024-12-14,Retail,Store,P330253373098
C10163778817,2024-05-02,Retail,Store,P766481764865
C461252351691,2024-03-14,Retail,Store,P814157265922
C461252351691,2024-07-30,EC,.CN,P754231375377
C461252351691,2024-05-19,EC,Douyin,P936337171974
C13035797110,2024-03-08,EC,.CN,P017831925101
C839682341847,2024-06-05,Retail,Store,P577256262400
C839682341847,2024-05-26,EC,JD,P333689061062
C00505973478,2024-10-13,EC,MPS,P373482475943
C19986357181,2024-05-14,Retail,Store,P414814305380
C0546859015,2024-11-05,EC,.CN,P350909653202
C61662178753,2024-11-13,EC,MPS,P302309917540
C984863671749,2024-09-10,EC,JD,P828153774080
C95846124695,2024-10-12,Retail,Store,P2478630211166
C95846124695,2024-06-23,EC,JD,P705240191742
C95846124695,2024-10-05,Retail,Store,P161141276978
C095784991915,2025-01-28,Retail,Store,P5384377411534
C095784991915,2024-10-07,EC,MPS,P8451586410668
C095784991915,2025-01-14,Retail,Store,P486885048846
C33966554246,2025-01-16,Retail,Store,P318128073706
C11799998361,2024-08-24,EC,.CN,P1657858910462
C578711561057,2024-07-15,Retail,Store,P338403961914
C578711561057,2024-06-26,Retail,Store,P983488313578
C578711561057,2024-12-20,Retail,Store,P934241792510
C578711561057,2024-11-18,Retail,Store,P730187815541
C578711561057,2024-12-26,EC,MPS,P1156298912002
C578711561057,2024-10-17,Retail,Store,P003997422967
C738972141203,2024-08-03,Retail,Store,P096223535521
C5147096253,2024-12-30,Retail,Store,P3891905512044
C401962391070,2024-02-18,EC,Douyin,P5067935311660
C64906610427,2024-12-19,Retail,Store,P851382585781
C30872686683,2024-06-19,EC,.CN,P412989878376
C30872686683,2024-11-22,EC,JD,P569410961828
C30872686683,2024-11-12,EC,Tmall,P2868037613063
C30872686683,2024-06-12,EC,Douyin,P1104084013904
C30872686683,2024-12-31,Retail,Store,P593778876934
C30872686683,2024-04-13,Retail,Store,P11926010570
C30872686683,2024-02-01,Retail,Store,P344601792134
C30872686683,2024-05-20,Retail,Store,P461106577734
C463279451066,2024-10-07,EC,.CN,P273563113603
C649249061774,2024-11-21,Retail,Store,P713012003829
C4987509649,2024-09-07,Retail,Store,P154709648033
C4987509649,2024-10-07,Retail,Store,P671062847107
C86598873666,2024-08-26,Retail,Store,P9962592913863
C86598873666,2024-08-25,Retail,Store,P381874018143
C86905125327,2024-08-12,EC,Tmall,P330085974885
C86905125327,2024-02-07,EC,JD,P852152085894
C86905125327,2024-04-13,Retail,Store,P290394927354
C86905125327,2024-05-24,EC,JD,P34510122569
C86905125327,2024-08-18,EC,JD,P225296345895
C86905125327,2024-11-26,Retail,Store,P701960822973
C86905125327,2024-06-30,Retail,Store,P1039721313269
C86905125327,2024-09-25,Retail,Store,P2824024810145
C86905125327,2024-02-27,EC,.CN,P560527409372
C86905125327,2024-03-07,EC,MPS,P1136237036
C86905125327,2024-05-25,EC,JD,P071789788973
C86905125327,2025-01-22,Retail,Store,P867738172025
C86905125327,2024-07-03,Retail,Store,P11748065411
C86905125327,2024-12-07,Retail,Store,P458831233269
C86905125327,2025-01-10,EC,JD,P9218327810957
C86905125327,2024-05-18,Retail,Store,P37858920544
C86905125327,2024-09-15,Retail,Store,P9164657315
C86905125327,2024-02-13,EC,Douyin,P8128806214283
C86905125327,2024-08-10,EC,Douyin,P3177672410572
C86905125327,2024-05-03,Retail,Store,P616476067019
C86905125327,2024-05-06,EC,MPS,P591400194150
C86905125327,2024-07-10,Retail,Store,P757054318992
C86905125327,2024-02-26,Retail,Store,P801842382243
C86905125327,2024-09-28,EC,JD,P872191195167
C86905125327,2024-06-08,Retail,Store,P481186218898
C86905125327,2024-12-23,Retail,Store,P0136889911435
C86905125327,2024-05-19,EC,Tmall,P009613576559
C86905125327,2024-07-22,EC,.CN,P73041367484
C86905125327,2024-08-04,EC,MPS,P676681882794
C86905125327,2024-12-23,EC,.CN,P82426466599
C86905125327,2024-11-24,Retail,Store,P767614271973
C86905125327,2024-04-14,EC,.CN,P69529859352
C86905125327,2024-02-07,Retail,Store,P646368515651
C86905125327,2024-11-19,EC,MPS,P767605303228
C86905125327,2024-02-24,EC,MPS,P0102030612283
C86905125327,2024-05-21,EC,Douyin,P713053092755
C86905125327,2024-12-23,EC,.CN,P238655946303
C86905125327,2024-05-20,Retail,Store,P756168511447
C86905125327,2024-07-03,Retail,Store,P651374201084
C86905125327,2024-12-10,EC,MPS,P0422215411084
C86905125327,2024-04-28,EC,MPS,P0544150913759
C86905125327,2024-02-13,Retail,Store,P051454776462
C86905125327,2024-07-23,Retail,Store,P959649912284
C86905125327,2024-12-04,EC,.CN,P1808783010073
C86905125327,2025-01-06,EC,.CN,P15634686759
C86905125327,2024-06-16,EC,Douyin,P8342337410932
C86905125327,2024-02-21,EC,Tmall,P1389409212130
C86905125327,2024-10-04,Retail,Store,P8313347711810
C86905125327,2024-04-21,Retail,Store,P055007266041
C86905125327,2024-04-13,Retail,Store,P5888377913618
C86905125327,2025-01-21,Retail,Store,P2003749411779
C86905125327,2024-12-19,EC,Douyin,P27900094609
C86905125327,2024-12-06,EC,Tmall,P473528178948
C86905125327,2025-01-03,Retail,Store,P94959205980
C86905125327,2024-11-05,Retail,Store,P055007266041
C86905125327,2024-10-26,Retail,Store,P640726211784
C86905125327,2024-03-04,Retail,Store,P6290408945
C86905125327,2024-02-17,Retail,Store,P0502152412773
C86905125327,2024-08-12,Retail,Store,P646224203241
C86905125327,2024-05-14,Retail,Store,P682999871633
C86905125327,2024-03-28,Retail,Store,P5674770712825
C86905125327,2024-08-28,Retail,Store,P923633641353
C86905125327,2024-11-09,Retail,Store,P61358257239
C86905125327,2024-12-21,EC,MPS,P6281575112543
C86905125327,2024-08-09,Retail,Store,P70746847380
C86905125327,2024-10-09,Retail,Store,P104477355949
C86905125327,2024-08-18,EC,Tmall,P325302581016
C86905125327,2024-07-15,EC,.CN,P5392234611147
C86905125327,2024-06-16,Retail,Store,P341501874752
C86905125327,2024-12-26,Retail,Store,P1795293513827
C494067351190,2024-09-09,Retail,Store,P851915656504
C494067351190,2024-02-05,EC,JD,P3679990613412
C494067351190,2024-02-12,EC,Tmall,P900437397343
C494067351190,2024-05-13,Retail,Store,P2756133811632
C26771302352,2024-10-18,EC,Tmall,P545389167040
C558428261408,2024-04-20,Retail,Store,P444037761643
C396751801088,2024-01-31,Retail,Store,P5316833713707
C396751801088,2024-04-06,EC,.CN,P5007271412564
C738639781290,2025-01-11,Retail,Store,P470170903992
C738639781290,2024-12-01,Retail,Store,P142498223065
C738639781290,2024-09-24,EC,MPS,P372414547461
C738639781290,2024-03-20,Retail,Store,P359696518571
C738639781290,2024-07-24,EC,JD,P235545062250
C738639781290,2024-06-18,EC,JD,P664509567791
C738639781290,2024-12-04,EC,Douyin,P9023719813140
C738639781290,2024-08-24,EC,.CN,P0906522211439
C465411671624,2024-11-12,EC,Douyin,P03750751616
C465411671624,2024-07-20,Retail,Store,P127331858055
C465411671624,2024-05-06,Retail,Store,P168654881629
C647811961339,2024-06-02,EC,Douyin,P741403291981
C86179735419,2024-06-15,Retail,Store,P75242499732
C534915551142,2024-03-16,EC,MPS,P0721420710665
C534915551142,2024-04-22,EC,.CN,P34974642580
C534915551142,2024-08-24,EC,.CN,P7589621214120
C534915551142,2024-07-29,Retail,Store,P163709399045
C54830160423,2024-03-22,EC,MPS,P891573791267
C54830160423,2024-11-01,EC,MPS,P7353769612132
C54830160423,2024-05-14,EC,.CN,P12343688392
C54830160423,2024-11-19,Retail,Store,P365309105897
C54830160423,2024-08-22,Retail,Store,P501057368676
C54830160423,2024-07-28,Retail,Store,P0045485514142
C54830160423,2024-02-11,Retail,Store,P020055924900
C54830160423,2024-03-19,Retail,Store,P2415044413462
C54830160423,2024-06-22,EC,JD,P208114375766
C54830160423,2024-08-22,Retail,Store,P36071325229
C54830160423,2024-02-28,EC,Douyin,P8813956213370
C54830160423,2024-11-22,Retail,Store,P15898778853
C54830160423,2024-11-24,EC,MPS,P467113721403
C54830160423,2024-09-19,EC,MPS,P243341382430
C54830160423,2024-09-11,Retail,Store,P355960038160
C54830160423,2024-10-03,Retail,Store,P1026504313719
C54830160423,2024-03-15,Retail,Store,P759612405662
C54830160423,2024-03-04,Retail,Store,P7797767613994
C54830160423,2024-12-23,Retail,Store,P018892051042
C03138701613,2024-03-28,EC,Tmall,P625123363449
C0367333761,2024-06-07,EC,.CN,P97975970756
C0367333761,2024-02-25,Retail,Store,P699893373822
C0367333761,2024-11-08,Retail,Store,P5124666713160
C0367333761,2024-07-30,Retail,Store,P988863975997
C0367333761,2024-11-24,EC,JD,P518073158955
C0367333761,2024-09-13,Retail,Store,P270447771113
C0367333761,2024-07-31,EC,.CN,P787944259863
C0367333761,2024-03-29,Retail,Store,P9339475410844
C889755281255,2024-11-08,Retail,Store,P70746847380
C55996542199,2024-05-08,Retail,Store,P111007703408
C874735171753,2024-03-29,Retail,Store,P614682346383
C874735171753,2024-09-14,EC,JD,P6401307112232
C874735171753,2024-08-27,EC,Douyin,P2945317210268
C874735171753,2024-11-15,EC,MPS,P4276010513186
C921860981060,2024-03-08,Retail,Store,P845251912839
C76207277500,2024-02-17,Retail,Store,P8986719511606
C76207277500,2025-01-14,Retail,Store,P351433632614
C76207277500,2024-10-08,EC,Douyin,P77934349269
C76207277500,2025-01-04,EC,Tmall,P511488564931
C45959750820,2024-10-28,Retail,Store,P939561933879
C45959750820,2024-12-03,EC,Tmall,P729277601854
C45959750820,2024-09-05,EC,MPS,P354858300
C45959750820,2024-03-28,EC,Douyin,P916684869437
C45959750820,2024-08-11,EC,Douyin,P120085221324
C45959750820,2025-01-11,Retail,Store,P789848075818
C45959750820,2024-12-08,Retail,Store,P459150024719
C45959750820,2024-11-04,EC,JD,P8627012313866
C45959750820,2024-02-14,EC,MPS,P502441512078
C45959750820,2024-07-27,Retail,Store,P9998195518
C45959750820,2024-09-01,EC,MPS,P357518122073
C242810511100,2024-11-02,Retail,Store,P4051931611389
C56750399774,2024-07-31,Retail,Store,P1333705311018
C56750399774,2024-07-18,Retail,Store,P533451071465
C56750399774,2024-10-19,Retail,Store,P093842795030
C56750399774,2024-11-29,EC,Tmall,P101303289827
C028407011022,2024-05-25,EC,JD,P721777065998
C028407011022,2024-10-05,Retail,Store,P6039649911296
C028407011022,2024-02-17,Retail,Store,P29594384714
C028407011022,2024-06-30,Retail,Store,P266369687582
C028407011022,2025-01-28,Retail,Store,P3572835611742
C028407011022,2024-09-25,Retail,Store,P1688368612505
C028407011022,2024-11-12,EC,Tmall,P070960847391
C955850251610,2024-09-03,Retail,Store,P589320768607
C955850251610,2024-05-28,EC,.CN,P188738857247
C955850251610,2024-04-16,EC,Douyin,P79735119477
C955850251610,2024-08-06,EC,Tmall,P660268019522
C955850251610,2024-06-01,Retail,Store,P101303289827
C161158151362,2024-09-17,EC,MPS,P061500358450
C161158151362,2024-03-10,EC,.CN,P059145737945
C161158151362,2024-08-28,EC,Douyin,P919485788191
C161158151362,2024-07-25,Retail,Store,P629266858090
C161158151362,2024-11-08,Retail,Store,P513528702682
C161158151362,2024-03-03,EC,Douyin,P0782583611647
C161158151362,2025-01-26,EC,Douyin,P645250202261
C53878681231,2024-07-30,Retail,Store,P8921549113070
C53878681231,2024-08-17,Retail,Store,P7585118510075
C53878681231,2024-08-23,Retail,Store,P031128903678
C53878681231,2025-01-23,Retail,Store,P393208073644
C53878681231,2024-12-12,EC,JD,P452334139829
C53878681231,2024-10-02,EC,JD,P106820846132
C53878681231,2024-08-01,Retail,Store,P556692148658
C53878681231,2024-11-18,Retail,Store,P172079567489
C53878681231,2024-08-05,EC,.CN,P031865105045
C53878681231,2024-11-14,Retail,Store,P8962940210563
C53878681231,2024-06-05,Retail,Store,P183684977651
C53878681231,2024-10-14,EC,Douyin,P0181153511122
C53878681231,2024-02-26,EC,Douyin,P6117743111831
C53878681231,2024-07-08,Retail,Store,P646061899925
C53878681231,2024-09-10,EC,.CN,P912711632600
C53878681231,2024-11-15,EC,MPS,P032265033017
C53878681231,2024-07-09,EC,Douyin,P63736937216
C53878681231,2024-11-08,EC,Douyin,P151740524069
C53878681231,2024-08-31,EC,MPS,P773906872219
C53878681231,2024-10-18,Retail,Store,P779210422498
C53878681231,2024-10-16,Retail,Store,P681455829555
C53878681231,2024-12-25,EC,JD,P193717216883
C53878681231,2024-09-14,Retail,Store,P0701674910008
C53878681231,2025-01-07,Retail,Store,P471731278177
C53878681231,2024-08-20,EC,Tmall,P135286332154
C53878681231,2024-02-06,Retail,Store,P546168474816
C53878681231,2024-09-08,Retail,Store,P30771338659
C53878681231,2024-12-21,EC,.CN,P7197462010811
C53878681231,2024-02-22,Retail,Store,P531420833559
C53878681231,2024-12-05,Retail,Store,P69508818944
C246490141317,2024-04-25,Retail,Store,P199626092294
C246490141317,2024-09-06,EC,MPS,P123518344626
C246490141317,2024-09-27,Retail,Store,P4814098713154
C246490141317,2024-11-29,EC,JD,P061906786361
C423947671933,2024-02-17,EC,MPS,P5526213212549
C48474772224,2025-01-28,EC,MPS,P8843431611594
C48474772224,2024-04-07,EC,MPS,P17775564768
C48474772224,2024-02-02,EC,Tmall,P0166982210620
C12913531280,2024-04-21,Retail,Store,P200882777585
C12913531280,2024-02-11,Retail,Store,P55972218332
C63330269570,2024-07-31,Retail,Store,P105487901149
C167265051214,2024-11-09,Retail,Store,P4885280411856
C025709041854,2024-08-11,Retail,Store,P8844166511509
C025709041854,2025-02-02,Retail,Store,P819023401557
C025709041854,2024-07-02,Retail,Store,P4564307412955
C025709041854,2024-04-05,EC,Tmall,P607320498569
C60363034468,2024-07-25,Retail,Store,P777843953139
C551206541049,2024-05-10,Retail,Store,P6080003312459
C294682131738,2025-01-25,EC,Tmall,P172440917433
C50701682992,2024-10-31,EC,Douyin,P630685974079
C267444161862,2024-11-29,EC,MPS,P229656775578
C267444161862,2024-04-17,Retail,Store,P982843996194
C267444161862,2024-04-10,EC,Tmall,P1314358110348
C267444161862,2024-07-15,EC,MPS,P027560946535
C267444161862,2024-12-30,EC,.CN,P782568265024
C267444161862,2024-03-24,EC,MPS,P644880129272
C92701811528,2025-01-20,EC,Douyin,P7696770812078
C92701811528,2024-05-02,Retail,Store,P301198596926
C87859652870,2024-03-26,Retail,Store,P117553208136
C87859652870,2024-02-10,EC,MPS,P310036266152
C87859652870,2024-11-10,EC,Douyin,P4955473211234
C87859652870,2024-11-02,Retail,Store,P4876766812345
C87859652870,2024-04-18,EC,MPS,P973153658275
C87859652870,2024-08-24,EC,JD,P0690255812991
C87859652870,2024-06-03,Retail,Store,P588678237781
C87859652870,2024-06-16,EC,MPS,P211669917939
C87859652870,2024-08-13,EC,MPS,P773626782782
C87859652870,2024-02-28,EC,MPS,P3953030211322
C87859652870,2024-04-07,Retail,Store,P725043999409
C453961301690,2024-10-05,Retail,Store,P351756318207
C70264917610,2025-01-29,Retail,Store,P3125012713035
C35402654845,2024-06-04,EC,Douyin,P784410615865
C35402654845,2024-11-06,Retail,Store,P830057511807
C35402654845,2024-09-25,EC,Douyin,P6868230811450
C48605840860,2024-10-21,Retail,Store,P0481657912797
C67965074637,2024-05-27,EC,JD,P417471497772
C67965074637,2024-10-28,Retail,Store,P081427529795
C67965074637,2024-10-14,Retail,Store,P435018242343
C67965074637,2024-10-23,Retail,Store,P258587129571
C270884221715,2025-01-26,EC,JD,P015499474360
C0066349043,2024-04-29,Retail,Store,P738585774663
C47559266297,2024-06-10,EC,.CN,P750847617549
C47559266297,2024-03-04,Retail,Store,P4308567911739
C47559266297,2024-10-03,Retail,Store,P916684869437
C47559266297,2024-09-23,EC,MPS,P428379396632
C00634255659,2024-12-23,EC,Tmall,P3919489710622
C052907391799,2024-04-10,EC,JD,P072658381350
C052907391799,2024-02-03,Retail,Store,P304148714066
C052907391799,2025-01-20,EC,.CN,P939235726739
C052907391799,2024-07-20,EC,JD,P3661498810825
C08706435643,2024-11-05,Retail,Store,P124100288768
C08706435643,2024-09-03,EC,MPS,P503169258158
C08706435643,2025-01-29,Retail,Store,P7597708730
C08706435643,2024-04-15,Retail,Store,P566337431257
C08706435643,2024-07-14,Retail,Store,P1887788510907
C08706435643,2025-01-09,Retail,Store,P828100567515
C08706435643,2024-10-05,EC,.CN,P996563607616
C08706435643,2024-05-06,Retail,Store,P978052608522
C111980511739,2024-06-16,EC,Tmall,P963109387077
C111980511739,2024-02-17,EC,.CN,P946155646575
C111980511739,2024-02-13,Retail,Store,P526945251060
C111980511739,2024-04-27,EC,.CN,P6145501510290
C657116161958,2024-10-12,EC,.CN,P569002106214
C657116161958,2024-11-06,Retail,Store,P4917524428
C657116161958,2024-07-15,EC,Douyin,P775261299020
C657116161958,2024-11-30,EC,MPS,P032948868041
C695385761668,2024-04-25,EC,MPS,P085515982105
C622988801042,2025-01-04,Retail,Store,P913008407398
C622988801042,2024-07-23,EC,.CN,P738493108274
C622988801042,2024-07-08,EC,Douyin,P3536597611149
C622988801042,2024-02-29,Retail,Store,P049175112570
C622988801042,2024-03-03,EC,Douyin,P014552912833
C622988801042,2024-02-23,Retail,Store,P04824682264
C622988801042,2024-07-18,Retail,Store,P2222568413507
C622988801042,2024-07-27,EC,.CN,P476933962935
C622988801042,2024-09-20,EC,.CN,P406301948644
C622988801042,2024-06-25,Retail,Store,P803099005217
C515734871740,2024-03-21,EC,MPS,P316964009855
C515734871740,2024-12-02,EC,.CN,P5297441511908
C37663552439,2024-03-12,EC,Tmall,P1379611013595
C37663552439,2024-07-05,Retail,Store,P625626897135
C37663552439,2024-03-18,Retail,Store,P6567132513390
C37663552439,2024-12-02,Retail,Store,P738024162083
C45542443877,2024-05-21,Retail,Store,P925430931885
C45542443877,2024-07-02,Retail,Store,P869570538526
C45542443877,2024-08-31,Retail,Store,P2569917512740
C733797951572,2024-03-05,Retail,Store,P134107725069
C733797951572,2024-08-13,EC,MPS,P868258852130
C730203861374,2024-01-30,EC,Tmall,P695988833273
C321672291299,2024-04-03,Retail,Store,P5762240012567
C3664930741,2024-09-17,Retail,Store,P1040237813365
C147134821996,2024-03-19,Retail,Store,P5157958112765
C147134821996,2024-12-01,Retail,Store,P9204171813031
C21097491816,2024-11-01,Retail,Store,P89108327811
C13850982906,2024-05-25,Retail,Store,P756168511447
C13850982906,2024-11-28,EC,MPS,P560640539670
C13850982906,2024-03-01,EC,Tmall,P400425434676
C13850982906,2024-07-11,Retail,Store,P7433982411907
C13850982906,2024-05-06,EC,.CN,P3596371711683
C13850982906,2024-12-30,EC,.CN,P719223453859
C13850982906,2024-02-09,Retail,Store,P6130260712978
C13850982906,2024-09-30,EC,.CN,P344601792134
